Order_ID,Order_Date,Customer_ID,Service_Name,Service_Category,Quantity,Sales_INR,Cost_INR,Profit_INR,Discount_Percent,Order_Status,Salesperson,Payment_Mode,Contract_Months
ORD1216,6/16/2024,C011,HR Management System,Software License,4,288000,140000,148000,10,Cancelled,Sandeep Rao,Net Banking,12
ORD1217,9/16/2024,C018,Annual AMC Contract,IT Support,5,199500,90000,109500,5,Completed,Rohit Sharma,Cheque,12
ORD1218,11/19/2024,C019,Data Analytics Dashboard,Analytics,1,90000,45000,45000,10,Completed,Sandeep Rao,Net Banking,6
ORD1219,1/27/2024,C006,Network Setup & Config,IT Support,5,208000,110000,98000,20,Completed,Amit Verma,Credit Card,3
ORD1220,10/20/2024,C004,Cybersecurity Audit,Security Services,1,57000,25000,32000,5,Completed,Nikhil Gupta,Credit Card,24
ORD1221,11/30/2024,C025,API Integration Service,Development,4,281600,152000,129600,20,Cancelled,Rohit Sharma,Credit Card,6
ORD1222,10/14/2024,C022,Annual AMC Contract,IT Support,5,199500,90000,109500,5,Completed,Amit Verma,UPI,12
ORD1223,10/6/2024,C025,Firewall & Network Security,Security Services,5,237500,100000,137500,5,Completed,Deepa Iyer,Cheque,12
ORD1224,4/25/2024,C010,Data Analytics Dashboard,Analytics,2,170000,90000,80000,15,Cancelled,Sunita Pillai,Cheque,24
ORD1225,6/27/2024,C030,Firewall & Network Security,Security Services,3,150000,60000,90000,0,In Progress,Arjun Mehta,UPI,24
ORD1226,6/25/2024,C026,ERP Implementation,Software License,3,660000,270000,390000,0,Completed,Priya Nair,Cheque,24
ORD1227,11/27/2024,C007,Cybersecurity Audit,Security Services,5,285000,125000,160000,5,In Progress,Sandeep Rao,Credit Card,3
ORD1228,11/11/2024,C008,Penetration Testing,Security Services,1,59500,30000,29500,15,In Progress,Deepa Iyer,Credit Card,3
ORD1229,2/21/2024,C023,Annual AMC Contract,IT Support,1,35700,18000,17700,15,Completed,Rohit Sharma,Net Banking,6
ORD1230,7/27/2024,C029,Annual AMC Contract,IT Support,4,142800,72000,70800,15,Completed,Sandeep Rao,Cheque,12
ORD1231,10/8/2024,C021,Web Portal Development,Development,2,261000,120000,141000,10,Cancelled,Rohit Sharma,Credit Card,24
ORD1232,3/31/2024,C002,Chatbot Development,AI & Automation,4,520000,220000,300000,0,Cancelled,Sandeep Rao,Bank Transfer,3
ORD1233,6/1/2024,C004,Business Intelligence Report,Analytics,3,185250,84000,101250,5,Cancelled,Arjun Mehta,Net Banking,24
ORD1234,3/9/2024,C015,Firewall & Network Security,Security Services,2,80000,40000,40000,20,Completed,Kavita Joshi,Credit Card,24
ORD1235,10/20/2024,C001,Business Intelligence Report,Analytics,3,175500,84000,91500,10,Cancelled,Deepa Iyer,Credit Card,24
ORD1236,8/6/2024,C003,Chatbot Development,AI & Automation,1,130000,55000,75000,0,Completed,Sunita Pillai,Cheque,6
ORD1237,10/27/2024,C015,Firewall & Network Security,Security Services,3,142500,60000,82500,5,In Progress,Pooja Singh,Bank Transfer,12
ORD1238,11/30/2024,C008,Cloud Migration Service,Cloud Services,1,133000,60000,73000,5,Completed,Amit Verma,UPI,12
ORD1239,11/3/2024,C012,API Integration Service,Development,2,176000,76000,100000,0,Completed,Sunita Pillai,Credit Card,24
ORD1240,11/6/2024,C023,Mobile App Development,Development,4,640000,340000,300000,20,In Progress,Deepa Iyer,Credit Card,3
ORD1241,9/26/2024,C023,AI/ML Model Development,AI & Automation,1,252000,120000,132000,10,Completed,Rohit Sharma,Net Banking,6
ORD1242,10/20/2024,C006,Business Intelligence Report,Analytics,5,308750,140000,168750,5,Completed,Deepa Iyer,Net Banking,24
ORD1243,2/16/2024,C015,Cloud Migration Service,Cloud Services,4,560000,240000,320000,0,In Progress,Nikhil Gupta,UPI,3
ORD1244,10/13/2024,C026,Data Analytics Dashboard,Analytics,1,95000,45000,50000,5,Completed,Rohit Sharma,Credit Card,3
ORD1245,1/24/2024,C023,AWS Management Package,Cloud Services,5,600000,250000,350000,0,Completed,Sunita Pillai,Bank Transfer,12
ORD1246,10/14/2024,C025,RPA Implementation,AI & Automation,3,456000,210000,246000,5,Completed,Nikhil Gupta,UPI,3
ORD1247,12/15/2024,C028,Mobile App Development,Development,2,340000,170000,170000,15,Completed,Priya Nair,Credit Card,24
ORD1248,10/25/2024,C027,Cloud Infrastructure Setup,Cloud Services,1,171000,80000,91000,5,Completed,Arjun Mehta,UPI,24
ORD1249,11/10/2024,C005,Firewall & Network Security,Security Services,2,85000,40000,45000,15,Completed,Rohit Sharma,UPI,3
ORD1250,10/9/2024,C020,Cloud Migration Service,Cloud Services,4,504000,240000,264000,10,Cancelled,Rohit Sharma,Credit Card,3
ORD1251,7/24/2024,C018,Cybersecurity Audit,Security Services,1,60000,25000,35000,0,In Progress,Sandeep Rao,Credit Card,12
ORD1252,10/22/2024,C022,Business Intelligence Report,Analytics,2,123500,56000,67500,5,Completed,Arjun Mehta,Credit Card,24
ORD1253,12/7/2024,C019,HR Management System,Software License,4,288000,140000,148000,10,Completed,Rohit Sharma,Cheque,24
ORD1254,9/25/2024,C014,RPA Implementation,AI & Automation,2,304000,140000,164000,5,Completed,Amit Verma,Net Banking,24
ORD1255,5/3/2024,C010,ERP Implementation,Software License,4,880000,360000,520000,0,In Progress,Nikhil Gupta,UPI,6
ORD1256,10/23/2024,C011,AWS Management Package,Cloud Services,4,384000,200000,184000,20,Completed,Priya Nair,Net Banking,6
ORD1257,12/22/2024,C020,API Integration Service,Development,1,70400,38000,32400,20,Completed,Deepa Iyer,Net Banking,6
ORD1258,11/8/2024,C010,Cloud Infrastructure Setup,Cloud Services,2,360000,160000,200000,0,Cancelled,Priya Nair,UPI,6
ORD1259,12/22/2024,C007,Chatbot Development,AI & Automation,2,234000,110000,124000,10,Completed,Sandeep Rao,UPI,24
ORD1260,9/30/2024,C010,Firewall & Network Security,Security Services,3,135000,60000,75000,10,Completed,Sunita Pillai,Bank Transfer,24
ORD1261,6/12/2024,C012,Business Intelligence Report,Analytics,4,260000,112000,148000,0,In Progress,Deepa Iyer,Credit Card,3
ORD1262,5/13/2024,C019,Web Portal Development,Development,4,551000,240000,311000,5,Completed,Deepa Iyer,Cheque,6
ORD1263,7/13/2024,C008,Annual AMC Contract,IT Support,5,178500,90000,88500,15,Cancelled,Kavita Joshi,Cheque,24
ORD1264,11/24/2024,C015,HR Management System,Software License,3,240000,105000,135000,0,Completed,Arjun Mehta,UPI,6
ORD1265,10/4/2024,C002,Network Setup & Config,IT Support,1,41600,22000,19600,20,Completed,Rohit Sharma,Bank Transfer,24
ORD1266,3/11/2024,C008,AWS Management Package,Cloud Services,2,240000,100000,140000,0,Completed,Arjun Mehta,UPI,12
ORD1267,1/31/2024,C022,API Integration Service,Development,4,299200,152000,147200,15,Completed,Rohit Sharma,Bank Transfer,24
ORD1268,12/28/2024,C009,Mobile App Development,Development,3,600000,255000,345000,0,In Progress,Nikhil Gupta,Credit Card,3
ORD1269,2/19/2024,C008,Cybersecurity Audit,Security Services,5,270000,125000,145000,10,Completed,Kavita Joshi,Cheque,24
ORD1270,2/10/2024,C013,IT Support & Maintenance,IT Support,5,175000,75000,100000,0,Cancelled,Deepa Iyer,Cheque,3
ORD1271,11/30/2024,C021,Cloud Migration Service,Cloud Services,1,133000,60000,73000,5,Completed,Nikhil Gupta,Net Banking,24
ORD1272,1/29/2024,C023,HR Management System,Software License,1,76000,35000,41000,5,Completed,Kavita Joshi,Net Banking,3
ORD1273,9/27/2024,C008,Cybersecurity Audit,Security Services,5,285000,125000,160000,5,Completed,Rohit Sharma,Bank Transfer,12
ORD1274,10/5/2024,C002,HR Management System,Software License,3,240000,105000,135000,0,Completed,Pooja Singh,Credit Card,24
ORD1275,12/8/2024,C008,Web Portal Development,Development,4,493000,240000,253000,15,In Progress,Kavita Joshi,UPI,6
ORD1276,12/18/2024,C017,AI/ML Model Development,AI & Automation,1,280000,120000,160000,0,Completed,Deepa Iyer,Bank Transfer,12
ORD1277,11/5/2024,C020,Chatbot Development,AI & Automation,3,390000,165000,225000,0,Cancelled,Sandeep Rao,UPI,24
ORD1278,4/26/2024,C013,RPA Implementation,AI & Automation,2,272000,140000,132000,15,In Progress,Nikhil Gupta,Bank Transfer,12
ORD1279,5/6/2024,C003,Firewall & Network Security,Security Services,2,95000,40000,55000,5,Cancelled,Amit Verma,UPI,12
ORD1280,9/27/2024,C010,IT Support & Maintenance,IT Support,3,84000,45000,39000,20,Completed,Priya Nair,Credit Card,3
ORD1281,4/5/2024,C018,Mobile App Development,Development,5,950000,425000,525000,5,Completed,Rohit Sharma,Bank Transfer,12
ORD1282,12/12/2024,C026,Business Intelligence Report,Analytics,4,260000,112000,148000,0,Completed,Nikhil Gupta,UPI,3
ORD1283,10/13/2024,C008,Web Portal Development,Development,5,725000,300000,425000,0,Cancelled,Nikhil Gupta,Credit Card,6
ORD1284,5/17/2024,C016,ERP Implementation,Software License,1,220000,90000,130000,0,Completed,Sandeep Rao,UPI,12
ORD1285,9/4/2024,C012,Firewall & Network Security,Security Services,2,85000,40000,45000,15,Cancelled,Sunita Pillai,Net Banking,6
ORD1286,11/4/2024,C001,Chatbot Development,AI & Automation,3,312000,165000,147000,20,In Progress,Nikhil Gupta,Cheque,24
ORD1287,6/20/2024,C027,API Integration Service,Development,2,167200,76000,91200,5,Completed,Pooja Singh,Credit Card,24
ORD1288,11/16/2024,C011,Data Analytics Dashboard,Analytics,4,360000,180000,180000,10,Completed,Kavita Joshi,UPI,12
ORD1289,7/20/2024,C030,Web Portal Development,Development,2,261000,120000,141000,10,In Progress,Amit Verma,Net Banking,3
ORD1290,8/24/2024,C007,IT Support & Maintenance,IT Support,3,84000,45000,39000,20,Cancelled,Priya Nair,UPI,24
ORD1291,3/12/2024,C008,Firewall & Network Security,Security Services,2,85000,40000,45000,15,Completed,Nikhil Gupta,Bank Transfer,24
ORD1292,11/2/2024,C013,Mobile App Development,Development,5,800000,425000,375000,20,Cancelled,Nikhil Gupta,Net Banking,3
ORD1293,7/3/2024,C026,Mobile App Development,Development,5,850000,425000,425000,15,Completed,Priya Nair,Credit Card,12
ORD1294,3/26/2024,C002,Web Portal Development,Development,4,464000,240000,224000,20,Completed,Nikhil Gupta,Bank Transfer,3
ORD1295,12/1/2024,C024,Network Setup & Config,IT Support,5,234000,110000,124000,10,Cancelled,Pooja Singh,Credit Card,24
ORD1296,7/10/2024,C025,Web Portal Development,Development,5,725000,300000,425000,0,Completed,Rohit Sharma,UPI,3
ORD1297,5/31/2024,C003,Enterprise CRM Software,Software License,2,180500,80000,100500,5,Completed,Kavita Joshi,UPI,6
ORD1298,9/23/2024,C016,Enterprise CRM Software,Software License,4,323000,160000,163000,15,Cancelled,Sunita Pillai,Cheque,3
ORD1299,12/26/2024,C004,Cloud Infrastructure Setup,Cloud Services,3,459000,240000,219000,15,Completed,Amit Verma,Credit Card,6
ORD1300,12/7/2024,C014,IT Support & Maintenance,IT Support,2,56000,30000,26000,20,Completed,Amit Verma,Credit Card,24
ORD1301,12/14/2024,C029,Cybersecurity Audit,Security Services,4,216000,100000,116000,10,Completed,Nikhil Gupta,Bank Transfer,6
ORD1302,12/26/2024,C026,AWS Management Package,Cloud Services,5,600000,250000,350000,0,In Progress,Amit Verma,Cheque,12
ORD1303,4/10/2024,C009,Annual AMC Contract,IT Support,5,178500,90000,88500,15,Completed,Pooja Singh,UPI,24
ORD1304,11/11/2024,C028,IT Support & Maintenance,IT Support,5,175000,75000,100000,0,Cancelled,Sandeep Rao,Net Banking,3
ORD1305,10/12/2024,C008,Data Analytics Dashboard,Analytics,1,100000,45000,55000,0,Completed,Amit Verma,Net Banking,24
ORD1306,8/2/2024,C019,Chatbot Development,AI & Automation,4,520000,220000,300000,0,Completed,Arjun Mehta,Credit Card,6
ORD1307,10/20/2024,C011,IT Support & Maintenance,IT Support,5,175000,75000,100000,0,Completed,Rohit Sharma,UPI,6
ORD1308,4/9/2024,C018,Network Setup & Config,IT Support,4,197600,88000,109600,5,Cancelled,Sunita Pillai,UPI,24
ORD1309,12/8/2024,C001,Penetration Testing,Security Services,3,210000,90000,120000,0,Completed,Deepa Iyer,Net Banking,12
ORD1310,3/27/2024,C019,Annual AMC Contract,IT Support,5,189000,90000,99000,10,Completed,Pooja Singh,Bank Transfer,12
ORD1311,10/5/2024,C012,Mobile App Development,Development,1,160000,85000,75000,20,Cancelled,Sunita Pillai,Net Banking,6
ORD1312,12/19/2024,C025,Penetration Testing,Security Services,3,168000,90000,78000,20,Completed,Sunita Pillai,Cheque,12
ORD1313,2/14/2024,C004,Penetration Testing,Security Services,2,112000,60000,52000,20,Cancelled,Pooja Singh,Cheque,24
ORD1314,3/25/2024,C026,Cybersecurity Audit,Security Services,2,96000,50000,46000,20,Completed,Pooja Singh,Cheque,12
ORD1315,11/1/2024,C011,Data Analytics Dashboard,Analytics,3,270000,135000,135000,10,Completed,Arjun Mehta,Bank Transfer,6
ORD1316,7/29/2024,C009,ERP Implementation,Software License,2,440000,180000,260000,0,Completed,Kavita Joshi,Credit Card,24
ORD1317,12/16/2024,C009,RPA Implementation,AI & Automation,4,608000,280000,328000,5,Completed,Priya Nair,UPI,12
ORD1318,12/21/2024,C012,IT Support & Maintenance,IT Support,4,133000,60000,73000,5,In Progress,Rohit Sharma,Bank Transfer,24
ORD1319,11/21/2024,C012,AWS Management Package,Cloud Services,5,570000,250000,320000,5,Completed,Nikhil Gupta,Credit Card,24
ORD1320,5/17/2024,C010,Business Intelligence Report,Analytics,5,292500,140000,152500,10,Completed,Pooja Singh,UPI,12
ORD1321,12/15/2024,C002,Enterprise CRM Software,Software License,4,380000,160000,220000,0,Completed,Amit Verma,UPI,24
ORD1322,1/1/2024,C014,Cybersecurity Audit,Security Services,2,102000,50000,52000,15,Completed,Amit Verma,Cheque,3
ORD1323,12/1/2024,C003,AI/ML Model Development,AI & Automation,2,560000,240000,320000,0,Completed,Sandeep Rao,Credit Card,24
ORD1324,10/9/2024,C001,Cybersecurity Audit,Security Services,4,240000,100000,140000,0,Completed,Pooja Singh,Credit Card,24
ORD1325,11/9/2024,C027,Enterprise CRM Software,Software License,4,323000,160000,163000,15,Completed,Sunita Pillai,Bank Transfer,6
ORD1326,10/10/2024,C004,Business Intelligence Report,Analytics,3,185250,84000,101250,5,Completed,Nikhil Gupta,Credit Card,6
ORD1327,2/5/2024,C001,API Integration Service,Development,2,167200,76000,91200,5,Completed,Deepa Iyer,Credit Card,24
ORD1328,11/11/2024,C028,Cybersecurity Audit,Security Services,1,60000,25000,35000,0,Completed,Priya Nair,Net Banking,24
ORD1329,6/28/2024,C011,ERP Implementation,Software License,2,418000,180000,238000,5,Cancelled,Priya Nair,Credit Card,12
ORD1330,12/20/2024,C029,Data Analytics Dashboard,Analytics,2,180000,90000,90000,10,In Progress,Arjun Mehta,Credit Card,24
ORD1331,5/31/2024,C026,Penetration Testing,Security Services,4,266000,120000,146000,5,Completed,Deepa Iyer,UPI,3
ORD1332,9/27/2024,C001,AI/ML Model Development,AI & Automation,3,840000,360000,480000,0,Completed,Pooja Singh,UPI,12
ORD1333,10/6/2024,C025,Annual AMC Contract,IT Support,1,42000,18000,24000,0,In Progress,Priya Nair,Bank Transfer,12
ORD1334,10/4/2024,C026,Chatbot Development,AI & Automation,5,617500,275000,342500,5,Cancelled,Arjun Mehta,UPI,24
ORD1335,12/25/2024,C021,Mobile App Development,Development,5,900000,425000,475000,10,Completed,Sandeep Rao,Bank Transfer,12
ORD1336,2/10/2024,C007,ERP Implementation,Software License,5,1045000,450000,595000,5,Completed,Pooja Singh,Bank Transfer,12
ORD1337,12/23/2024,C028,Penetration Testing,Security Services,1,70000,30000,40000,0,Completed,Nikhil Gupta,Bank Transfer,24
ORD1338,11/9/2024,C010,HR Management System,Software License,1,80000,35000,45000,0,Cancelled,Amit Verma,Bank Transfer,6
ORD1339,9/11/2024,C017,Network Setup & Config,IT Support,3,156000,66000,90000,0,Completed,Amit Verma,Cheque,3
ORD1340,1/16/2024,C014,Firewall & Network Security,Security Services,5,250000,100000,150000,0,Completed,Pooja Singh,Bank Transfer,24
ORD1341,8/21/2024,C002,Annual AMC Contract,IT Support,5,210000,90000,120000,0,Completed,Amit Verma,Cheque,3
ORD1342,10/20/2024,C004,Penetration Testing,Security Services,5,350000,150000,200000,0,Completed,Rohit Sharma,Credit Card,3
ORD1343,8/29/2024,C030,ERP Implementation,Software License,2,352000,180000,172000,20,Completed,Arjun Mehta,UPI,6
ORD1344,12/28/2024,C011,Firewall & Network Security,Security Services,1,45000,20000,25000,10,Completed,Priya Nair,Net Banking,3
ORD1345,12/2/2024,C002,Chatbot Development,AI & Automation,1,123500,55000,68500,5,Completed,Sandeep Rao,Cheque,3
ORD1346,10/10/2024,C012,Cybersecurity Audit,Security Services,3,162000,75000,87000,10,Completed,Pooja Singh,Credit Card,24
ORD1347,7/7/2024,C016,Cybersecurity Audit,Security Services,5,240000,125000,115000,20,Completed,Amit Verma,Bank Transfer,24
ORD1348,11/10/2024,C021,Cloud Infrastructure Setup,Cloud Services,3,540000,240000,300000,0,Cancelled,Nikhil Gupta,Cheque,3
ORD1349,4/15/2024,C008,RPA Implementation,AI & Automation,4,640000,280000,360000,0,Completed,Sandeep Rao,Bank Transfer,3
ORD1350,4/28/2024,C017,RPA Implementation,AI & Automation,3,456000,210000,246000,5,Cancelled,Priya Nair,Net Banking,3
ORD1351,11/16/2024,C003,Web Portal Development,Development,5,725000,300000,425000,0,Completed,Amit Verma,Credit Card,12
ORD1352,5/13/2024,C030,Chatbot Development,AI & Automation,3,370500,165000,205500,5,Completed,Sandeep Rao,Credit Card,3
ORD1353,12/10/2024,C004,ERP Implementation,Software License,1,220000,90000,130000,0,Completed,Sunita Pillai,Cheque,24
ORD1354,3/2/2024,C025,Cybersecurity Audit,Security Services,4,228000,100000,128000,5,Completed,Sandeep Rao,Bank Transfer,3
ORD1355,3/21/2024,C010,API Integration Service,Development,1,88000,38000,50000,0,Completed,Amit Verma,Bank Transfer,6
ORD1356,7/1/2024,C002,Data Analytics Dashboard,Analytics,3,240000,135000,105000,20,Completed,Rohit Sharma,UPI,24
ORD1357,10/11/2024,C008,Enterprise CRM Software,Software License,4,380000,160000,220000,0,Completed,Priya Nair,Bank Transfer,3
ORD1358,11/17/2024,C012,AWS Management Package,Cloud Services,5,540000,250000,290000,10,Completed,Priya Nair,Bank Transfer,3
ORD1359,4/11/2024,C015,ERP Implementation,Software License,1,176000,90000,86000,20,Completed,Priya Nair,Bank Transfer,24
ORD1360,12/9/2024,C014,Chatbot Development,AI & Automation,4,520000,220000,300000,0,Completed,Nikhil Gupta,Credit Card,12
ORD1361,4/19/2024,C009,Firewall & Network Security,Security Services,4,200000,80000,120000,0,Completed,Pooja Singh,Net Banking,6
ORD1362,11/18/2024,C029,Mobile App Development,Development,4,800000,340000,460000,0,Completed,Sandeep Rao,UPI,6
ORD1363,12/3/2024,C008,Mobile App Development,Development,1,190000,85000,105000,5,Cancelled,Kavita Joshi,UPI,24
ORD1364,6/25/2024,C017,Business Intelligence Report,Analytics,4,247000,112000,135000,5,Completed,Rohit Sharma,Cheque,6
ORD1365,1/16/2024,C025,Firewall & Network Security,Security Services,1,40000,20000,20000,20,Completed,Arjun Mehta,Cheque,6
ORD1366,12/20/2024,C008,Firewall & Network Security,Security Services,5,200000,100000,100000,20,Cancelled,Rohit Sharma,Credit Card,24
ORD1367,6/30/2024,C028,HR Management System,Software License,2,160000,70000,90000,0,In Progress,Kavita Joshi,Cheque,3
ORD1368,12/26/2024,C019,Web Portal Development,Development,2,261000,120000,141000,10,Completed,Sunita Pillai,Net Banking,12
ORD1369,3/30/2024,C003,Cloud Migration Service,Cloud Services,2,252000,120000,132000,10,Completed,Rohit Sharma,Net Banking,24
ORD1370,1/1/2024,C020,Cybersecurity Audit,Security Services,2,114000,50000,64000,5,Cancelled,Amit Verma,Cheque,3
ORD1371,12/26/2024,C030,ERP Implementation,Software License,1,176000,90000,86000,20,In Progress,Kavita Joshi,Bank Transfer,12
ORD1372,12/26/2024,C013,Web Portal Development,Development,1,137750,60000,77750,5,Completed,Kavita Joshi,Credit Card,6
ORD1373,8/11/2024,C016,Business Intelligence Report,Analytics,2,110500,56000,54500,15,In Progress,Pooja Singh,Cheque,6
ORD1374,12/6/2024,C006,Chatbot Development,AI & Automation,3,331500,165000,166500,15,Cancelled,Sandeep Rao,Credit Card,6
ORD1375,1/1/2024,C019,Chatbot Development,AI & Automation,5,650000,275000,375000,0,Completed,Pooja Singh,Cheque,6
ORD1376,11/23/2024,C030,Annual AMC Contract,IT Support,2,79800,36000,43800,5,Cancelled,Priya Nair,Credit Card,12
ORD1377,10/8/2024,C027,Business Intelligence Report,Analytics,4,260000,112000,148000,0,Completed,Deepa Iyer,Credit Card,3
ORD1378,10/10/2024,C024,Cloud Infrastructure Setup,Cloud Services,1,171000,80000,91000,5,Completed,Nikhil Gupta,Credit Card,24
ORD1379,9/9/2024,C012,Mobile App Development,Development,4,800000,340000,460000,0,Completed,Pooja Singh,Credit Card,6
ORD1380,10/1/2024,C010,Cloud Infrastructure Setup,Cloud Services,3,513000,240000,273000,5,Completed,Priya Nair,Cheque,6
ORD1381,10/6/2024,C018,AWS Management Package,Cloud Services,3,324000,150000,174000,10,In Progress,Sunita Pillai,Bank Transfer,24
ORD1382,11/21/2024,C006,Cloud Migration Service,Cloud Services,1,133000,60000,73000,5,Completed,Deepa Iyer,UPI,12
ORD1383,10/27/2024,C004,Cloud Migration Service,Cloud Services,4,504000,240000,264000,10,In Progress,Sunita Pillai,Credit Card,3
ORD1384,10/8/2024,C010,API Integration Service,Development,4,352000,152000,200000,0,Completed,Rohit Sharma,Credit Card,6
ORD1385,10/7/2024,C016,Enterprise CRM Software,Software License,3,228000,120000,108000,20,Completed,Sunita Pillai,UPI,12
ORD1386,2/16/2024,C013,HR Management System,Software License,3,228000,105000,123000,5,Completed,Amit Verma,UPI,3
ORD1387,5/14/2024,C009,Penetration Testing,Security Services,3,189000,90000,99000,10,Completed,Amit Verma,Bank Transfer,3
ORD1388,12/8/2024,C018,RPA Implementation,AI & Automation,5,800000,350000,450000,0,In Progress,Rohit Sharma,UPI,24
ORD1389,10/1/2024,C030,Annual AMC Contract,IT Support,5,210000,90000,120000,0,Completed,Sandeep Rao,Bank Transfer,24
ORD1390,1/18/2024,C029,Network Setup & Config,IT Support,5,221000,110000,111000,15,In Progress,Amit Verma,Bank Transfer,24
ORD1391,3/29/2024,C006,Cybersecurity Audit,Security Services,2,120000,50000,70000,0,Completed,Nikhil Gupta,Bank Transfer,24
ORD1392,4/13/2024,C021,ERP Implementation,Software License,5,1045000,450000,595000,5,Completed,Priya Nair,Bank Transfer,24
ORD1393,10/11/2024,C011,Firewall & Network Security,Security Services,5,237500,100000,137500,5,Completed,Pooja Singh,Net Banking,24
ORD1394,2/27/2024,C005,Web Portal Development,Development,5,652500,300000,352500,10,Completed,Priya Nair,Net Banking,3
ORD1395,5/26/2024,C029,AI/ML Model Development,AI & Automation,4,1064000,480000,584000,5,Completed,Sunita Pillai,Net Banking,24
ORD1396,11/17/2024,C005,API Integration Service,Development,5,374000,190000,184000,15,Cancelled,Nikhil Gupta,Bank Transfer,24
ORD1397,6/18/2024,C002,Annual AMC Contract,IT Support,3,119700,54000,65700,5,Completed,Kavita Joshi,Cheque,12
ORD1398,5/23/2024,C028,Enterprise CRM Software,Software License,2,190000,80000,110000,0,Completed,Sunita Pillai,Cheque,12
ORD1399,8/1/2024,C003,Cybersecurity Audit,Security Services,4,240000,100000,140000,0,Completed,Sunita Pillai,Net Banking,12
ORD1400,1/29/2024,C006,AWS Management Package,Cloud Services,3,306000,150000,156000,15,In Progress,Nikhil Gupta,Credit Card,3
ORD1401,10/22/2024,C027,Cloud Migration Service,Cloud Services,2,280000,120000,160000,0,Completed,Rohit Sharma,Cheque,6
ORD1402,5/20/2024,C015,Network Setup & Config,IT Support,4,176800,88000,88800,15,Completed,Rohit Sharma,Credit Card,12
ORD1403,9/7/2024,C006,Annual AMC Contract,IT Support,5,189000,90000,99000,10,Completed,Kavita Joshi,Credit Card,12
ORD1404,9/30/2024,C013,Cloud Migration Service,Cloud Services,2,224000,120000,104000,20,In Progress,Deepa Iyer,Credit Card,6
ORD1405,12/19/2024,C014,Network Setup & Config,IT Support,1,41600,22000,19600,20,Cancelled,Rohit Sharma,UPI,6
ORD1406,9/28/2024,C008,Firewall & Network Security,Security Services,5,200000,100000,100000,20,Completed,Sandeep Rao,UPI,24
ORD1407,6/27/2024,C007,IT Support & Maintenance,IT Support,3,89250,45000,44250,15,In Progress,Pooja Singh,UPI,3
ORD1408,1/4/2024,C022,AI/ML Model Development,AI & Automation,5,1190000,600000,590000,15,In Progress,Pooja Singh,Cheque,12
ORD1409,10/5/2024,C011,Firewall & Network Security,Security Services,3,120000,60000,60000,20,Completed,Sandeep Rao,Cheque,6
ORD1410,3/17/2024,C008,Cloud Migration Service,Cloud Services,5,665000,300000,365000,5,Cancelled,Kavita Joshi,Credit Card,3
ORD1411,12/1/2024,C010,Firewall & Network Security,Security Services,4,190000,80000,110000,5,Completed,Rohit Sharma,Net Banking,6
ORD1412,6/24/2024,C008,Mobile App Development,Development,4,680000,340000,340000,15,Completed,Arjun Mehta,Cheque,6
ORD1413,12/2/2024,C006,Data Analytics Dashboard,Analytics,1,95000,45000,50000,5,Completed,Sandeep Rao,Net Banking,6
ORD1414,12/14/2024,C021,AWS Management Package,Cloud Services,2,228000,100000,128000,5,Completed,Sandeep Rao,UPI,12
ORD1415,11/3/2024,C015,Enterprise CRM Software,Software License,4,380000,160000,220000,0,Cancelled,Pooja Singh,Net Banking,3
ORD1416,8/29/2024,C017,Enterprise CRM Software,Software License,4,342000,160000,182000,10,Completed,Nikhil Gupta,Bank Transfer,6
ORD1417,3/11/2024,C011,RPA Implementation,AI & Automation,5,760000,350000,410000,5,Completed,Kavita Joshi,Credit Card,3
ORD1418,9/6/2024,C006,Business Intelligence Report,Analytics,1,65000,28000,37000,0,Completed,Sandeep Rao,Credit Card,6
ORD1419,10/22/2024,C016,AWS Management Package,Cloud Services,2,216000,100000,116000,10,Completed,Nikhil Gupta,UPI,24
ORD1420,9/1/2024,C002,Mobile App Development,Development,2,340000,170000,170000,15,Completed,Rohit Sharma,Cheque,6
ORD1421,1/10/2024,C021,Penetration Testing,Security Services,2,119000,60000,59000,15,Completed,Sandeep Rao,Credit Card,3
ORD1422,7/15/2024,C010,HR Management System,Software License,1,64000,35000,29000,20,Completed,Sandeep Rao,Cheque,24
ORD1423,9/23/2024,C011,RPA Implementation,AI & Automation,2,304000,140000,164000,5,Completed,Kavita Joshi,Credit Card,6
ORD1424,10/25/2024,C024,ERP Implementation,Software License,2,374000,180000,194000,15,Completed,Pooja Singh,Net Banking,6
ORD1425,3/4/2024,C021,Cloud Migration Service,Cloud Services,4,476000,240000,236000,15,Completed,Arjun Mehta,Net Banking,3
ORD1426,10/31/2024,C022,Enterprise CRM Software,Software License,1,95000,40000,55000,0,Cancelled,Priya Nair,UPI,24
ORD1427,10/29/2024,C016,ERP Implementation,Software License,2,374000,180000,194000,15,Cancelled,Rohit Sharma,Cheque,24
ORD1428,12/2/2024,C009,API Integration Service,Development,5,374000,190000,184000,15,Completed,Nikhil Gupta,Bank Transfer,3
ORD1429,10/10/2024,C016,Cybersecurity Audit,Security Services,5,300000,125000,175000,0,Completed,Arjun Mehta,Credit Card,12
ORD1430,12/26/2024,C006,Cloud Migration Service,Cloud Services,5,665000,300000,365000,5,Completed,Sunita Pillai,Cheque,6
ORD1431,10/8/2024,C030,Enterprise CRM Software,Software License,5,403750,200000,203750,15,Completed,Amit Verma,Bank Transfer,3
